Data,Disease
/MPOX_2/Chickenpox/134.jpg,Chickenpox
/MPOX_2/Chickenpox/135.jpg,Chickenpox
/MPOX_2/Chickenpox/136.jpg,Chickenpox
/MPOX_2/Chickenpox/137.jpg,Chickenpox
/MPOX_2/Chickenpox/138.jpg,Chickenpox
/MPOX_2/Chickenpox/139.jpg,Chickenpox
/MPOX_2/Chickenpox/140.jpg,Chickenpox
/MPOX_2/Chickenpox/141.jpg,Chickenpox
/MPOX_2/Chickenpox/142.jpg,Chickenpox
/MPOX_2/Chickenpox/143.jpg,Chickenpox
/MPOX_2/Chickenpox/144.jpg,Chickenpox
/MPOX_2/Chickenpox/145.jpg,Chickenpox
/MPOX_2/Chickenpox/146.jpg,Chickenpox
/MPOX_2/Chickenpox/147.jpg,Chickenpox
/MPOX_2/Chickenpox/148.jpg,Chickenpox
/MPOX_2/Chickenpox/149.jpg,Chickenpox
/MPOX_2/Chickenpox/150.jpg,Chickenpox
/MPOX_2/Chickenpox/151.jpg,Chickenpox
/MPOX_2/Chickenpox/152.jpg,Chickenpox
/MPOX_2/Chickenpox/153.jpg,Chickenpox
/MPOX_2/Chickenpox/154.jpg,Chickenpox
/MPOX_2/Chickenpox/155.jpg,Chickenpox
/MPOX_2/Chickenpox/156.jpg,Chickenpox
/MPOX_2/Chickenpox/157.jpg,Chickenpox
/MPOX_2/Chickenpox/158.jpg,Chickenpox
/MPOX_2/Chickenpox/159.jpg,Chickenpox
/MPOX_2/Chickenpox/160.jpg,Chickenpox
/MPOX_2/Chickenpox/161.jpg,Chickenpox
/MPOX_2/Chickenpox/162.jpg,Chickenpox
/MPOX_2/Chickenpox/163.jpg,Chickenpox
/MPOX_2/Chickenpox/164.jpg,Chickenpox
/MPOX_2/Chickenpox/165.jpg,Chickenpox
/MPOX_2/Chickenpox/166.jpg,Chickenpox
/MPOX_2/Chickenpox/167.jpg,Chickenpox
/MPOX_2/Chickenpox/168.jpg,Chickenpox
/MPOX_2/Chickenpox/169.jpg,Chickenpox
/MPOX_2/Chickenpox/170.jpg,Chickenpox
/MPOX_2/Chickenpox/171.jpg,Chickenpox
/MPOX_2/Chickenpox/172.jpg,Chickenpox
/MPOX_2/Chickenpox/173.jpg,Chickenpox
/MPOX_2/Chickenpox/174.jpg,Chickenpox
/MPOX_2/Chickenpox/175.jpg,Chickenpox
/MPOX_2/Chickenpox/176.jpg,Chickenpox
/MPOX_2/Chickenpox/177.jpg,Chickenpox
/MPOX_2/Chickenpox/178.jpg,Chickenpox
/MPOX_2/Cowpox/1.jpg,Cowpox
/MPOX_2/Cowpox/2.jpg,Cowpox
/MPOX_2/Cowpox/3.jpg,Cowpox
/MPOX_2/Cowpox/4.jpg,Cowpox
/MPOX_2/Cowpox/5.jpg,Cowpox
/MPOX_2/Cowpox/6.jpg,Cowpox
/MPOX_2/Cowpox/7.jpg,Cowpox
/MPOX_2/Cowpox/8.jpg,Cowpox
/MPOX_2/Cowpox/9.jpg,Cowpox
/MPOX_2/Cowpox/10.jpg,Cowpox
/MPOX_2/Cowpox/11.jpg,Cowpox
/MPOX_2/Cowpox/12.jpg,Cowpox
/MPOX_2/Cowpox/13.jpg,Cowpox
/MPOX_2/Cowpox/14.jpg,Cowpox
/MPOX_2/Cowpox/15.jpg,Cowpox
/MPOX_2/Cowpox/16.jpg,Cowpox
/MPOX_2/Cowpox/17.jpg,Cowpox
/MPOX_2/Cowpox/18.jpg,Cowpox
/MPOX_2/Cowpox/19.jpg,Cowpox
/MPOX_2/Cowpox/20.jpg,Cowpox
/MPOX_2/Cowpox/21.jpg,Cowpox
/MPOX_2/Cowpox/22.jpg,Cowpox
/MPOX_2/Cowpox/23.jpg,Cowpox
/MPOX_2/Cowpox/24.jpg,Cowpox
/MPOX_2/Cowpox/25.jpg,Cowpox
/MPOX_2/Cowpox/26.jpg,Cowpox
/MPOX_2/Cowpox/27.jpg,Cowpox
/MPOX_2/Cowpox/28.jpg,Cowpox
/MPOX_2/Cowpox/29.jpg,Cowpox
/MPOX_2/Cowpox/30.jpg,Cowpox
/MPOX_2/Cowpox/31.jpg,Cowpox
/MPOX_2/Cowpox/32.jpg,Cowpox
/MPOX_2/Cowpox/33.jpg,Cowpox
/MPOX_2/Cowpox/34.jpg,Cowpox
/MPOX_2/Cowpox/35.jpg,Cowpox
/MPOX_2/Cowpox/36.jpg,Cowpox
/MPOX_2/Cowpox/37.jpg,Cowpox
/MPOX_2/Cowpox/38.jpg,Cowpox
/MPOX_2/Cowpox/39.jpg,Cowpox
/MPOX_2/Cowpox/40.jpg,Cowpox
/MPOX_2/Cowpox/41.jpg,Cowpox
/MPOX_2/Cowpox/42.jpg,Cowpox
/MPOX_2/Cowpox/43.jpg,Cowpox
/MPOX_2/Cowpox/44.jpg,Cowpox
/MPOX_2/Cowpox/45.jpg,Cowpox
/MPOX_2/Cowpox/46.jpg,Cowpox
/MPOX_2/Cowpox/47.jpg,Cowpox
/MPOX_2/Cowpox/48.jpg,Cowpox
/MPOX_2/Cowpox/49.jpg,Cowpox
/MPOX_2/Cowpox/50.jpg,Cowpox
/MPOX_2/Cowpox/51.jpg,Cowpox
/MPOX_2/Cowpox/52.jpg,Cowpox
/MPOX_2/Cowpox/53.jpg,Cowpox
/MPOX_2/Cowpox/54.jpg,Cowpox
/MPOX_2/Measles/1.jpg,Measles
/MPOX_2/Measles/2.jpg,Measles
/MPOX_2/Measles/3.jpg,Measles
/MPOX_2/Measles/4.jpg,Measles
/MPOX_2/Measles/5.jpg,Measles
/MPOX_2/Measles/6.jpg,Measles
/MPOX_2/Measles/7.jpg,Measles
/MPOX_2/Measles/8.jpg,Measles
/MPOX_2/Measles/9.jpg,Measles
/MPOX_2/Measles/10.jpg,Measles
/MPOX_2/Measles/11.jpg,Measles
/MPOX_2/Measles/12.jpg,Measles
/MPOX_2/Measles/13.jpg,Measles
/MPOX_2/Measles/14.jpg,Measles
/MPOX_2/Measles/15.jpg,Measles
/MPOX_2/Measles/16.jpg,Measles
/MPOX_2/Measles/17.jpg,Measles
/MPOX_2/Measles/18.jpg,Measles
/MPOX_2/Measles/19.jpg,Measles
/MPOX_2/Measles/20.jpg,Measles
/MPOX_2/Measles/21.jpg,Measles
/MPOX_2/Measles/22.jpg,Measles
/MPOX_2/Measles/23.jpg,Measles
/MPOX_2/Measles/24.jpg,Measles
/MPOX_2/Measles/25.jpg,Measles
/MPOX_2/Measles/26.jpg,Measles
/MPOX_2/Measles/27.jpg,Measles
/MPOX_2/Measles/28.jpg,Measles
/MPOX_2/Measles/29.jpg,Measles
/MPOX_2/Measles/30.jpg,Measles
/MPOX_2/Measles/31.jpg,Measles
/MPOX_2/Measles/32.jpg,Measles
/MPOX_2/Measles/33.jpg,Measles
/MPOX_2/Measles/34.jpg,Measles
/MPOX_2/Measles/35.jpg,Measles
/MPOX_2/Measles/36.jpg,Measles
/MPOX_2/Measles/37.jpg,Measles
/MPOX_2/Measles/38.jpg,Measles
/MPOX_2/Measles/39.jpg,Measles
/MPOX_2/Measles/40.jpg,Measles
/MPOX_2/Measles/41.jpg,Measles
/MPOX_2/Measles/42.jpg,Measles
/MPOX_2/Measles/43.jpg,Measles
/MPOX_2/Measles/44.jpg,Measles
/MPOX_2/Measles/45.jpg,Measles
/MPOX_2/Measles/46.jpg,Measles
/MPOX_2/Measles/47.jpg,Measles
/MPOX_2/Monkeypox/1.jpg,Monkeypox
/MPOX_2/Monkeypox/2.jpg,Monkeypox
/MPOX_2/Monkeypox/3.jpg,Monkeypox
/MPOX_2/Monkeypox/4.jpg,Monkeypox
/MPOX_2/Monkeypox/5.jpg,Monkeypox
/MPOX_2/Monkeypox/6.jpg,Monkeypox
/MPOX_2/Monkeypox/7.jpg,Monkeypox
/MPOX_2/Monkeypox/8.jpg,Monkeypox
/MPOX_2/Monkeypox/9.jpg,Monkeypox
/MPOX_2/Monkeypox/10.jpg,Monkeypox
/MPOX_2/Monkeypox/11.jpg,Monkeypox
/MPOX_2/Monkeypox/12.jpg,Monkeypox
/MPOX_2/Monkeypox/13.jpg,Monkeypox
/MPOX_2/Monkeypox/14.jpg,Monkeypox
/MPOX_2/Monkeypox/15.jpg,Monkeypox
/MPOX_2/Monkeypox/16.jpg,Monkeypox
/MPOX_2/Monkeypox/17.jpg,Monkeypox
/MPOX_2/Monkeypox/18.jpg,Monkeypox
/MPOX_2/Monkeypox/19.jpg,Monkeypox
/MPOX_2/Monkeypox/20.jpg,Monkeypox
/MPOX_2/Monkeypox/21.jpg,Monkeypox
/MPOX_2/Monkeypox/22.jpg,Monkeypox
/MPOX_2/Monkeypox/23.jpg,Monkeypox
/MPOX_2/Monkeypox/24.jpg,Monkeypox
/MPOX_2/Monkeypox/25.jpg,Monkeypox
/MPOX_2/Monkeypox/26.jpg,Monkeypox
/MPOX_2/Monkeypox/27.jpg,Monkeypox
/MPOX_2/Monkeypox/28.jpg,Monkeypox
/MPOX_2/Monkeypox/29.jpg,Monkeypox
/MPOX_2/Monkeypox/30.jpg,Monkeypox
/MPOX_2/Monkeypox/31.jpg,Monkeypox
/MPOX_2/Monkeypox/32.jpg,Monkeypox
/MPOX_2/Monkeypox/33.jpg,Monkeypox
/MPOX_2/Monkeypox/34.jpg,Monkeypox
/MPOX_2/Monkeypox/35.jpg,Monkeypox
/MPOX_2/Monkeypox/36.jpg,Monkeypox
/MPOX_2/Monkeypox/37.jpg,Monkeypox
/MPOX_2/Monkeypox/38.jpg,Monkeypox
/MPOX_2/Monkeypox/39.jpg,Monkeypox
/MPOX_2/Monkeypox/40.jpg,Monkeypox
/MPOX_2/Monkeypox/41.jpg,Monkeypox
/MPOX_2/Monkeypox/42.jpg,Monkeypox
/MPOX_2/Monkeypox/43.jpg,Monkeypox
/MPOX_2/Monkeypox/44.jpg,Monkeypox
/MPOX_2/Monkeypox/45.jpg,Monkeypox
/MPOX_2/Monkeypox/46.jpg,Monkeypox
/MPOX_2/Monkeypox/47.jpg,Monkeypox
/MPOX_2/Monkeypox/48.jpg,Monkeypox
/MPOX_2/Monkeypox/49.jpg,Monkeypox
/MPOX_2/Monkeypox/50.jpg,Monkeypox
/MPOX_2/Monkeypox/51.jpg,Monkeypox
/MPOX_2/Monkeypox/52.jpg,Monkeypox
/MPOX_2/Monkeypox/53.jpg,Monkeypox
/MPOX_2/Monkeypox/54.jpg,Monkeypox
/MPOX_2/Monkeypox/55.jpg,Monkeypox
/MPOX_2/Monkeypox/56.jpg,Monkeypox
/MPOX_2/Monkeypox/57.jpg,Monkeypox
/MPOX_2/Monkeypox/58.jpg,Monkeypox
/MPOX_2/Monkeypox/59.jpg,Monkeypox
/MPOX_2/Monkeypox/60.jpg,Monkeypox
/MPOX_2/Monkeypox/61.jpg,Monkeypox
/MPOX_2/Monkeypox/62.jpg,Monkeypox
/MPOX_2/Monkeypox/63.jpg,Monkeypox
/MPOX_2/Monkeypox/64.jpg,Monkeypox
/MPOX_2/Monkeypox/65.jpg,Monkeypox
/MPOX_2/Monkeypox/66.jpg,Monkeypox
/MPOX_2/Monkeypox/67.jpg,Monkeypox
/MPOX_2/Monkeypox/68.jpg,Monkeypox
/MPOX_2/Monkeypox/69.jpg,Monkeypox
/MPOX_2/Monkeypox/70.jpg,Monkeypox
/MPOX_2/Monkeypox/71.jpg,Monkeypox
/MPOX_2/Monkeypox/72.jpg,Monkeypox
/MPOX_2/Monkeypox/73.jpg,Monkeypox
/MPOX_2/Monkeypox/74.jpg,Monkeypox
/MPOX_2/Monkeypox/75.jpg,Monkeypox
/MPOX_2/Monkeypox/76.jpg,Monkeypox
/MPOX_2/Monkeypox/77.jpg,Monkeypox
/MPOX_2/Monkeypox/78.jpg,Monkeypox
/MPOX_2/Monkeypox/79.jpg,Monkeypox
/MPOX_2/Monkeypox/80.jpg,Monkeypox
/MPOX_2/Monkeypox/81.jpg,Monkeypox
/MPOX_2/Monkeypox/82.jpg,Monkeypox
/MPOX_2/Monkeypox/83.jpg,Monkeypox
/MPOX_2/Monkeypox/84.jpg,Monkeypox
/MPOX_2/Monkeypox/85.jpg,Monkeypox
/MPOX_2/Monkeypox/86.jpg,Monkeypox
/MPOX_2/Monkeypox/87.jpg,Monkeypox
/MPOX_2/Monkeypox/88.jpg,Monkeypox
/MPOX_2/Monkeypox/89.jpg,Monkeypox
/MPOX_2/Monkeypox/90.jpg,Monkeypox
/MPOX_2/Monkeypox/91.jpg,Monkeypox
/MPOX_2/Monkeypox/92.jpg,Monkeypox
/MPOX_2/Monkeypox/93.jpg,Monkeypox
/MPOX_2/Monkeypox/94.jpg,Monkeypox
/MPOX_2/Monkeypox/95.jpg,Monkeypox
/MPOX_2/Monkeypox/96.jpg,Monkeypox
/MPOX_2/Monkeypox/97.jpg,Monkeypox
/MPOX_2/Monkeypox/98.jpg,Monkeypox
/MPOX_2/Monkeypox/99.jpg,Monkeypox
/MPOX_2/Monkeypox/100.jpg,Monkeypox
/MPOX_2/Monkeypox/101.jpg,Monkeypox
/MPOX_2/Monkeypox/102.jpg,Monkeypox
/MPOX_2/Monkeypox/103.jpg,Monkeypox
/MPOX_2/Monkeypox/104.jpg,Monkeypox
/MPOX_2/Monkeypox/105.jpg,Monkeypox
/MPOX_2/Monkeypox/106.jpg,Monkeypox
/MPOX_2/Monkeypox/107.jpg,Monkeypox
/MPOX_2/Monkeypox/108.jpg,Monkeypox
/MPOX_2/Monkeypox/109.jpg,Monkeypox
/MPOX_2/Monkeypox/110.jpg,Monkeypox
/MPOX_2/Monkeypox/111.jpg,Monkeypox
/MPOX_2/Monkeypox/112.jpg,Monkeypox
/MPOX_2/Monkeypox/113.jpg,Monkeypox
/MPOX_2/Monkeypox/114.jpg,Monkeypox
/MPOX_2/Monkeypox/115.jpg,Monkeypox
/MPOX_2/Monkeypox/116.jpg,Monkeypox
/MPOX_2/Monkeypox/117.jpg,Monkeypox
/MPOX_2/Monkeypox/118.jpg,Monkeypox
/MPOX_2/Monkeypox/119.jpg,Monkeypox
/MPOX_2/Monkeypox/120.jpg,Monkeypox
/MPOX_2/Monkeypox/121.jpg,Monkeypox
/MPOX_2/Monkeypox/122.jpg,Monkeypox
/MPOX_2/Monkeypox/123.jpg,Monkeypox
/MPOX_2/Monkeypox/124.jpg,Monkeypox
/MPOX_2/Monkeypox/125.jpg,Monkeypox
/MPOX_2/Monkeypox/126.jpg,Monkeypox
/MPOX_2/Monkeypox/127.jpg,Monkeypox
/MPOX_2/Monkeypox/128.jpg,Monkeypox
/MPOX_2/Monkeypox/129.jpg,Monkeypox
/MPOX_2/Monkeypox/130.jpg,Monkeypox
/MPOX_2/Monkeypox/131.jpg,Monkeypox
/MPOX_2/Monkeypox/132.jpg,Monkeypox
/MPOX_2/Monkeypox/133.jpg,Monkeypox
/MPOX_2/Monkeypox/134.jpg,Monkeypox
/MPOX_2/Monkeypox/135.jpg,Monkeypox
/MPOX_2/Monkeypox/136.jpg,Monkeypox
/MPOX_2/Monkeypox/137.jpg,Monkeypox
/MPOX_2/Monkeypox/138.jpg,Monkeypox
/MPOX_2/Monkeypox/139.jpg,Monkeypox
/MPOX_2/Monkeypox/140.jpg,Monkeypox
/MPOX_2/Monkeypox/141.jpg,Monkeypox
/MPOX_2/Monkeypox/142.jpg,Monkeypox
/MPOX_2/Monkeypox/143.jpg,Monkeypox
/MPOX_2/Monkeypox/144.jpg,Monkeypox
/MPOX_2/Monkeypox/145.jpg,Monkeypox
/MPOX_2/Monkeypox/146.jpg,Monkeypox
/MPOX_2/Monkeypox/147.jpg,Monkeypox
/MPOX_2/Monkeypox/148.jpg,Monkeypox
/MPOX_2/Monkeypox/149.jpg,Monkeypox
/MPOX_2/Monkeypox/150.jpg,Monkeypox
/MPOX_2/Monkeypox/151.jpg,Monkeypox
/MPOX_2/Monkeypox/152.jpg,Monkeypox
/MPOX_2/Monkeypox/153.jpg,Monkeypox
/MPOX_2/Monkeypox/154.jpg,Monkeypox
/MPOX_2/Monkeypox/155.jpg,Monkeypox
/MPOX_2/Monkeypox/156.jpg,Monkeypox
/MPOX_2/Monkeypox/157.jpg,Monkeypox
/MPOX_2/Monkeypox/158.jpg,Monkeypox
/MPOX_2/Monkeypox/159.jpg,Monkeypox
/MPOX_2/Monkeypox/160.jpg,Monkeypox
/MPOX_2/Normal/1.jpg,Normal
/MPOX_2/Normal/2.jpg,Normal
/MPOX_2/Normal/3.jpg,Normal
/MPOX_2/Normal/4.jpg,Normal
/MPOX_2/Normal/5.jpg,Normal
/MPOX_2/Normal/6.jpg,Normal
/MPOX_2/Normal/7.jpg,Normal
/MPOX_2/Normal/8.jpg,Normal
/MPOX_2/Normal/9.jpg,Normal
/MPOX_2/Normal/10.jpg,Normal
/MPOX_2/Normal/11.jpg,Normal
/MPOX_2/Normal/12.jpg,Normal
/MPOX_2/Normal/13.jpg,Normal
/MPOX_2/Normal/14.jpg,Normal
/MPOX_2/Normal/15.jpg,Normal
/MPOX_2/Normal/16.jpg,Normal
/MPOX_2/Normal/17.jpg,Normal
/MPOX_2/Normal/18.jpg,Normal
/MPOX_2/Normal/19.jpg,Normal
/MPOX_2/Normal/20.jpg,Normal
/MPOX_2/Normal/21.jpg,Normal
/MPOX_2/Normal/22.jpg,Normal
/MPOX_2/Normal/23.jpg,Normal
/MPOX_2/Normal/24.jpg,Normal
/MPOX_2/Normal/25.jpg,Normal
/MPOX_2/Normal/26.jpg,Normal
/MPOX_2/Normal/27.jpg,Normal
/MPOX_2/Normal/28.jpg,Normal
/MPOX_2/Normal/29.jpg,Normal
/MPOX_2/Normal/30.jpg,Normal
/MPOX_2/Normal/31.jpg,Normal
/MPOX_2/Normal/32.jpg,Normal
/MPOX_2/Normal/33.jpg,Normal
/MPOX_2/Normal/34.jpg,Normal
/MPOX_2/Normal/35.jpg,Normal
/MPOX_2/Normal/36.jpg,Normal
/MPOX_2/Normal/37.jpg,Normal
/MPOX_2/Normal/38.jpg,Normal
/MPOX_2/Normal/39.jpg,Normal
/MPOX_2/Normal/40.jpg,Normal
/MPOX_2/Normal/41.jpg,Normal
/MPOX_2/Normal/42.jpg,Normal
/MPOX_2/Normal/43.jpg,Normal
/MPOX_2/Normal/44.jpg,Normal
/MPOX_2/Normal/45.jpg,Normal
/MPOX_2/Normal/46.jpg,Normal
/MPOX_2/Normal/47.jpg,Normal
/MPOX_2/Normal/48.jpg,Normal
/MPOX_2/Normal/49.jpg,Normal
/MPOX_2/Normal/50.jpg,Normal
/MPOX_2/Smallpox/1.jpg,Smallpox
/MPOX_2/Smallpox/2.jpg,Smallpox
/MPOX_2/Smallpox/3.jpg,Smallpox
/MPOX_2/Smallpox/4.jpg,Smallpox
/MPOX_2/Smallpox/5.jpg,Smallpox
/MPOX_2/Smallpox/6.jpg,Smallpox
/MPOX_2/Smallpox/7.jpg,Smallpox
/MPOX_2/Smallpox/8.jpg,Smallpox
/MPOX_2/Smallpox/9.jpg,Smallpox
/MPOX_2/Smallpox/10.jpg,Smallpox
/MPOX_2/Smallpox/11.jpg,Smallpox
/MPOX_2/Smallpox/12.jpg,Smallpox
/MPOX_2/Smallpox/13.jpg,Smallpox
/MPOX_2/Smallpox/14.jpg,Smallpox
/MPOX_2/Smallpox/15.jpg,Smallpox
/MPOX_2/Smallpox/16.jpg,Smallpox
/MPOX_2/Smallpox/17.jpg,Smallpox
/MPOX_2/Smallpox/18.jpg,Smallpox
/MPOX_2/Smallpox/19.jpg,Smallpox
/MPOX_2/Smallpox/20.jpg,Smallpox
/MPOX_2/Smallpox/21.jpg,Smallpox
/MPOX_2/Smallpox/22.jpg,Smallpox
/MPOX_2/Smallpox/23.jpg,Smallpox
/MPOX_2/Smallpox/24.jpg,Smallpox
/MPOX_2/Smallpox/25.jpg,Smallpox
/MPOX_2/Smallpox/26.jpg,Smallpox
/MPOX_2/Smallpox/27.jpg,Smallpox
/MPOX_2/Smallpox/28.jpg,Smallpox
/MPOX_2/Smallpox/29.jpg,Smallpox
/MPOX_2/Smallpox/30.jpg,Smallpox
/MPOX_2/Smallpox/31.jpg,Smallpox
/MPOX_2/Smallpox/32.jpg,Smallpox
/MPOX_2/Smallpox/33.jpg,Smallpox
/MPOX_2/Smallpox/34.jpg,Smallpox
/MPOX_2/Smallpox/35.jpg,Smallpox
/MPOX_2/Smallpox/36.jpg,Smallpox
/MPOX_2/Smallpox/37.jpg,Smallpox
